time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,-0.66,0.3,30.47,0.39,515
2,0,0,0,0,0,-0.66,0.3,30.31,0.39,247
3,0,0,0,0,0,-0.66,0.3,30.47,0.39,513
4,0,0,0,0,0,-0.66,0.2,30.47,0.39,514
5,0,0,0,0,0,-0.66,0.3,30.16,0.39,444
6,0,0,0,0,0,-0.66,0.2,30.31,0.3,605
7,0,0,0,0,0,-0.5,0.3,30.31,0.49,616
8,0,0,0,0,0,-0.5,0.2,30.31,0.39,442
9,0,0,0,0,0,-0.5,0.3,30.31,0.49,1023
10,0,0,0,0,0,-0.34,0.3,30.31,0.39,624
11,0,0,0,0,0,-0.5,0.3,30.47,0.39,638
12,0,0,0,0,0,-0.34,0.3,30.47,0.3,575
13,0,0,0,0,0,-0.34,0.2,30.31,0.3,602
14,0,0,0,0,0,-0.34,0.3,30.47,0.49,1023
15,0,0,0,0,0,-0.34,0.2,30.47,0.3,601
16,0,0,0,0,0,-0.34,0.2,30.47,0.39,249
17,0,0,0,0,0,-0.34,0.2,30.16,0.39,248
18,0,0,0,0,0,-0.5,0.2,30.16,0.3,443
19,0,0,0,0,0,-0.34,0.3,30.31,0.3,1023
20,0,0,0,0,0,-0.34,0.3,30.31,0.39,605
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
0,0,0,-8.57,0,0,-0.82,0.2,30.31,0.3,515
1,1,0,0,0,0,-0.66,0.2,30.16,0.3,247
2,1,0,0,0,0,-0.66,0.3,30.16,0.49,514
3,1,0,0,0,0,-0.5,0.2,30.31,0.39,443
4,1,0,0,0,0,-0.18,0.3,30.31,0.39,1023
5,1,0,0,0,0,-0.34,0.2,30.47,0.39,594
6,1,0,0,0,0,-0.5,0.3,30.31,0.39,601
7,1,0,0,0,0,-0.5,0.2,30.16,0.39,248
8,1,0,0,0,0,-0.34,0.2,30.31,0.39,443
9,1,0,0,0,0,-0.34,0.3,30.31,0.39,1023
10,1,0,0,0,0,-0.34,0.2,30.16,0.39,588
11,1,0,0,0,0,-0.34,0.2,30,0.39,593
12,1,0,0,0,0,-0.34,0.2,30.16,0.39,597
13,1,0,0,0,0,-0.34,0.3,30.31,0.39,522
14,1,0,0,0,0,-0.34,0.2,30.16,0.39,591
15,1,0,0,0,0,-0.34,0.3,30.31,0.3,581
16,1,0,0,0,0,-0.34,0.2,30.31,0.49,524
17,1,0,0,0,0,-0.18,0.3,30.47,0.39,592
18,1,0,0,0,0,-0.34,0.2,30.31,0.39,590
19,2,18,8.57,0.74,0,-0.34,0.3,30.31,0.39,544
20,2,18,0,0,0,-0.18,0.3,30.16,0.3,515
21,2,18,0,0,0,-0.18,0.3,30.31,0.39,249
22,2,18,0,0,0,-0.18,0.3,30.16,0.39,250
23,2,18,0,0,0,-0.34,0.3,30.31,0.39,1023
24,2,18,17.14,1.58,0,2.66,0.49,30.16,0.69,573
25,2,18,60,5.56,2,8.03,0.49,30.16,1.08,578
26,2,18,120,11.13,5,13.41,3.03,30,1.27,563
27,2,18,137.14,12.71,8,6.45,0.2,30.16,0.39,291
29,2,18,94.29,8.72,11,0.29,0.3,30.31,0.39,252
30,2,18,60,5.56,12,-0.18,0.2,30.16,0.39,597
31,2,18,17.14,1.58,13,0.45,0.78,30.47,0.49,520
32,2,18,25.71,2.32,13,5.19,0.49,30.16,0.78,538
33,2,18,85.71,7.88,16,10.72,2.93,30,1.17,570
34,2,18,154.29,14.28,20,15.62,2.25,30,1.47,1023
35,2,18,171.43,15.86,24,9.77,0.3,30.31,0.39,558
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
0,0,0,-8.57,0,0,-0.82,0.3,30.31,0.39,515
1,0,0,0,0,0,-0.5,0.3,30.16,0.39,247
2,0,0,0,0,0,-0.34,0.2,30.16,0.39,514
3,0,0,0,0,0,-0.5,0.2,30.31,0.49,443
4,0,0,0,0,0,-0.5,0.2,30.47,0.39,1023
5,0,0,0,0,0,-0.5,0.3,30.47,0.3,604
6,0,0,0,0,0,-0.34,0.3,30.16,0.3,600
7,0,0,0,0,0,-0.34,0.3,30,0.39,443
8,0,0,0,0,0,-0.34,0.2,30.16,0.39,1023
9,0,0,0,0,0,-0.34,0.2,30.31,0.39,586
10,0,0,0,0,0,-0.18,0.3,30.31,0.39,1023
11,0,0,0,0,0,-0.18,0.3,30.16,0.49,583
12,0,0,0,0,0,-0.34,0.3,30.16,0.3,513
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
0,0,0,-8.57,0,0,-0.34,0.2,30.63,0.39,515
1,0,0,0,0,0,-0.34,0.2,30.31,0.49,249
2,0,0,0,0,0,-0.34,0.3,30.31,0.39,249
3,0,0,0,0,0,-0.34,0.3,30.16,0.39,249
4,0,0,0,0,0,-0.34,0.3,30.31,0.39,249
5,0,0,0,0,0,-0.34,0.2,30.47,0.39,249
6,0,0,0,0,0,-0.34,0.3,30.31,0.49,249
7,0,0,0,0,0,-0.34,0.2,30.16,0.39,249
8,0,0,0,0,0,-0.34,0.3,30.16,0.3,250
9,0,0,0,0,0,-0.34,0.3,30.31,0.39,1023
10,0,0,0,0,0,-0.34,0.3,30.16,0.39,575
11,0,0,0,0,0,-0.5,0.3,30.16,0.39,572
12,0,0,0,0,0,-0.18,0.2,30.16,0.39,592
13,0,0,0,0,0,-0.34,0.3,30,0.39,589
14,0,0,0,0,0,-0.34,0.2,30.16,0.39,569
15,0,0,0,0,0,-0.34,0.3,29.84,0.39,249
16,0,0,0,0,0,-0.18,0.2,30,0.39,250
17,0,0,0,0,0,-0.18,0.2,30.31,0.39,1023
18,0,0,0,0,0,-0.18,0.3,30.31,0.49,584
19,0,0,0,0,0,-0.34,0.3,30.31,0.39,442
20,0,0,0,0,0,-0.34,0.3,30.31,0.39,1023
21,0,0,0,0,0,-0.34,0.3,30.16,0.3,584
22,0,0,0,0,0,-0.34,0.3,30.16,0.39,444
23,0,0,0,0,0,-0.34,0.3,30.16,0.39,597
24,0,0,0,0,0,-0.34,0.3,30.16,0.49,537
25,0,0,0,0,0,-0.34,0.3,30.31,0.39,587
26,0,0,0,0,0,-0.18,0.3,30.16,0.39,1023
27,0,0,0,0,0,-0.34,0.3,30.16,0.49,588
28,0,0,0,0,0,-0.34,0.2,30.16,0.39,596
29,0,0,0,0,0,-0.34,0.3,30.16,0.39,583
30,0,0,0,0,0,-0.34,0.3,30.16,0.39,514
31,0,0,0,0,0,-0.5,0.3,29.84,0.39,443
32,0,0,0,0,0,-0.34,0.3,30.16,0.49,1023
33,0,0,0,0,0,-0.34,0.3,30.16,0.39,590
34,0,0,0,0,0,-0.34,0.3,30.31,0.39,558
35,0,0,0,0,0,-0.18,0.3,30.31,0.39,578
36,0,0,0,0,0,-0.34,0.3,30.31,0.39,592
37,0,0,0,0,0,-0.34,0.2,30.16,0.3,594
38,0,0,0,0,0,-0.34,0.3,30.16,0.39,588
39,0,0,0,0,0,-0.18,0.2,30.31,0.39,595
40,0,0,0,0,0,-0.34,0.3,30.16,0.49,545
41,0,0,0,0,0,-0.34,0.3,30,0.39,514
42,0,0,0,0,0,-0.34,0.39,30.16,0.39,444
43,0,0,0,0,0,-0.34,0.2,30.16,0.39,594
44,0,0,0,0,0,-0.34,0.2,30.31,0.49,589
45,0,0,0,0,0,-0.34,0.3,30.16,0.49,572
46,0,0,0,0,0,-0.34,0.3,30.31,0.49,592
47,0,0,0,0,0,-0.18,0.3,30.31,0.49,593
48,0,0,0,0,0,-0.34,0.3,30.31,0.39,588
49,0,0,0,0,0,-0.34,0.3,30.31,0.39,590
50,0,0,0,0,0,-0.34,0.3,30.16,0.3,557
51,0,0,0,0,0,-0.34,0.2,30,0.39,543
52,0,0,0,0,0,-0.34,0.3,30.16,0.39,539
53,0,0,0,0,0,-0.34,0.3,30.31,0.39,585
54,0,0,0,0,0,-0.34,0.3,30.31,0.39,250
55,0,0,0,0,0,-0.18,0.2,30.31,0.39,1023
56,0,0,0,0,0,-0.34,0.3,30.31,0.39,583
57,0,0,0,0,0,-0.18,0.3,30.31,0.39,513
58,0,0,0,0,0,-0.34,0.3,30.16,0.39,514
59,0,0,0,0,0,-0.34,0.3,30.31,0.39,444
60,0,0,0,0,0,-0.18,0.3,30.31,0.39,592
61,0,0,0,0,0,-0.18,0.3,30.16,0.39,588
62,0,0,0,0,0,-0.18,0.3,30.31,0.39,588
63,0,0,0,0,0,-0.18,0.3,30.31,0.39,583
64,0,0,0,0,0,-0.18,0.2,30.16,0.39,514
65,0,0,0,0,0,-0.34,0.3,30.16,0.49,442
66,0,0,0,0,0,-0.18,0.3,30.31,0.39,1023
67,0,0,0,0,0,-0.18,0.2,30.16,0.39,581
68,0,0,0,0,0,-0.34,0.3,30.16,0.39,537
69,0,0,0,0,0,-0.34,0.3,30.31,0.39,578
70,0,0,0,0,0,-0.34,0.3,30.31,0.39,576
71,0,0,0,0,0,-0.34,0.3,30.31,0.39,585
72,0,0,0,0,0,-0.34,0.3,30,0.49,249
73,0,0,0,0,0,-0.18,0.3,30.16,0.49,249
74,0,0,0,0,0,-0.18,0.3,30.16,0.49,250
75,0,0,0,0,0,-0.18,0.3,30.31,0.49,1023
76,0,0,0,0,0,-0.18,0.3,30.16,0.49,584
77,0,0,0,0,0,-0.18,0.2,30.31,0.39,443
78,0,0,0,0,0,-0.18,0.3,30.31,0.39,1023
79,0,0,0,0,0,-0.18,0.3,30.16,0.39,585
80,0,0,0,0,0,-0.18,0.3,30.31,0.39,250
81,0,0,0,0,0,-0.18,0.3,30.16,0.39,1023
82,0,0,0,0,0,-0.03,0.3,30.16,0.39,585
83,0,0,0,0,0,-0.18,0.3,30.16,0.49,250
84,0,0,0,0,0,-0.18,0.3,30.16,0.39,1023
85,0,0,0,0,0,-0.03,0.3,30.31,0.39,586
86,0,0,0,0,0,-0.18,0.3,30.31,0.39,1023
87,0,0,0,0,0,-0.03,0.2,30.31,0.49,585
88,0,0,0,0,0,-0.18,0.2,30,0.39,251
89,0,0,0,0,0,-0.03,0.2,30.16,0.49,1023
90,0,0,0,0,0,-0.18,0.2,30.16,0.39,586
91,0,0,0,0,0,-0.03,0.3,30.16,0.39,1023
92,0,0,0,0,0,-0.03,0.3,30.31,0.49,585
93,0,0,0,0,0,-0.03,0.2,30.31,0.39,251
94,0,0,0,0,0,-0.03,0.3,30,0.39,1023
95,0,0,0,0,0,-0.03,0.3,30.31,0.49,586
96,0,0,0,0,0,-0.03,0.3,30.31,0.39,1023
97,0,0,0,0,0,-0.03,0.3,30,0.39,584
98,0,0,0,0,0,-0.03,0.3,30.31,0.39,443
99,0,0,0,0,0,-0.03,0.3,30.16,0.39,1023
100,0,0,0,0,0,-0.18,0.3,30.16,0.49,587
101,0,0,0,0,0,-0.03,0.3,30,0.49,1023
102,0,0,0,0,0,-0.03,0.3,30.31,0.39,586
103,0,0,0,0,0,-0.03,0.3,30.31,0.39,1023
104,0,0,0,0,0,-0.18,0.3,30.31,0.49,587
105,0,0,0,0,0,-0.03,0.3,30.16,0.3,1023
106,0,0,0,0,0,-0.18,0.39,30.16,0.39,586
107,0,0,0,0,0,-0.03,0.3,30.16,0.49,1023
108,0,0,0,0,0,-0.03,0.3,30.31,0.39,586
109,0,0,0,0,0,0.13,0.2,30.31,0.39,1023
110,0,0,0,0,0,-0.03,0.3,30.16,0.49,587
111,0,0,0,0,0,-0.03,0.2,30.16,0.39,1023
112,0,0,0,0,0,-0.03,0.39,30.31,0.39,587
113,0,0,0,0,0,-0.03,0.3,30,0.49,1023
114,0,0,0,0,0,-0.03,0.3,30.16,0.39,589
115,0,0,0,0,0,-0.03,0.2,30.16,0.39,577
116,0,0,0,0,0,-0.03,0.3,30,0.49,584
117,0,0,0,0,0,-0.03,0.3,30,0.39,443
118,0,0,0,0,0,-0.03,0.3,30.31,0.39,1023
119,0,0,0,0,0,-0.03,0.3,30.31,0.3,590
120,0,0,0,0,0,-0.18,0.3,30.31,0.39,563
121,0,0,0,0,0,-0.03,0.3,30.31,0.49,251
122,0,0,0,0,0,-0.18,0.3,30.16,0.39,1023
123,0,0,0,0,0,-0.03,0.3,30.31,0.39,591
124,0,0,0,0,0,-0.03,0.3,30.16,0.39,588
125,0,0,0,0,0,-0.03,0.2,30.31,0.3,591
126,0,0,0,0,0,0.13,0.3,30.31,0.39,590
127,0,0,0,0,0,-0.03,0.3,30.31,0.39,564
128,0,0,0,0,0,0.13,0.3,30.16,0.39,1023
129,0,0,0,0,0,-0.18,0.3,30.16,0.49,592
130,0,0,0,0,0,-0.03,0.3,30.16,0.49,595
131,0,0,0,0,0,-0.03,0.3,30.16,0.49,552
132,0,0,0,0,0,0.13,0.3,30.31,0.39,564
133,0,0,0,0,0,-0.03,0.39,30.16,0.49,1023
134,0,0,0,0,0,-0.03,0.3,30.16,0.39,591
135,0,0,0,0,0,-0.03,0.3,30.16,0.39,589
136,0,0,0,0,0,-0.03,0.3,30.31,0.39,579
137,0,0,0,0,0,0.13,0.3,30.31,0.49,552
138,0,0,17.14,1.58,0,3.61,0.49,30.31,0.78,551
139,0,0,68.57,6.31,2,9.3,0.59,30.16,1.17,539
140,0,0,137.14,12.71,5,14.51,0.39,30,1.37,499
142,0,0,188.57,17.44,10,18.46,2.35,30,1.47,462
143,0,0,214.29,19.85,16,12.77,0.3,30.31,0.49,510
144,0,0,162.86,15.02,20,4.56,0.3,30.16,0.3,549
145,0,0,128.57,11.87,23,0.13,0.3,30.16,0.49,1023
146,0,0,85.71,7.88,25,0.13,0.3,30.16,0.39,601
147,0,0,42.86,3.9,26,0.13,0.3,29.84,0.39,252
148,0,0,25.71,2.32,27,0.13,0.3,30,0.39,598
149,0,0,0,0,27,0.13,0.3,30.47,0.49,515
150,0,0,0,0,27,0.13,0.3,30.16,0.49,252
151,0,0,0,0,27,0.29,0.3,30.16,0.39,593
152,0,0,0,0,27,0.13,0.3,30,0.49,596
153,0,0,0,0,27,0.13,0.3,30.16,0.39,581
154,0,0,0,0,27,0.29,0.3,30,0.49,562
155,0,0,0,0,27,0.29,0.3,30.16,0.39,443
156,0,0,0,0,27,0.29,0.3,30.16,0.39,1023
157,0,0,0,0,27,0.29,0.3,30.16,0.49,607
158,0,0,0,0,27,0.13,0.3,30.16,0.39,603
159,0,0,0,0,27,0.29,0.3,30.16,0.39,1023
160,0,0,0,0,27,0.29,0.3,30,0.49,602
161,0,0,0,0,27,0.29,0.39,30.16,0.49,1023
162,0,0,8.57,0.74,27,3.29,0.59,30.16,0.78,585
163,0,0,68.57,6.31,29,8.82,1.08,30,1.17,306
164,0,0,111.43,10.29,32,7.87,0.3,30.16,0.39,442
165,0,0,102.86,9.46,35,1.4,0.3,30.16,0.39,1023
166,0,0,51.43,4.73,36,0.29,0.3,30.31,0.39,606
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,0.29,0.3,30.16,0.39,516
2,0,0,0,0,0,0.29,0.3,30.31,0.49,1023
3,0,0,0,0,0,0.29,0.3,30.16,0.49,610
4,0,0,0,0,0,0.29,0.3,30.31,0.39,576
5,0,0,0,0,0,0.45,0.3,29.68,0.39,611
6,0,0,0,0,0,0.29,0.3,30.16,0.3,558
7,0,0,0,0,0,0.29,0.3,30.16,0.39,570
8,0,0,0,0,0,0.29,0.2,30.31,0.39,1023
9,0,0,0,0,0,0.29,0.3,30.16,0.3,615
10,0,0,0,0,0,0.29,0.3,30.16,0.39,513
11,0,0,0,0,0,0.45,0.3,30.16,0.39,514
12,0,0,0,0,0,0.45,0.3,30.31,0.39,442
13,0,0,0,0,0,0.29,0.3,30.31,0.39,1023
14,0,0,0,0,0,0.29,0.3,30.16,0.39,619
15,0,0,0,0,0,0.45,0.3,30.47,0.49,1023
16,0,0,0,0,0,0.45,0.3,30.31,0.39,620
17,0,0,0,0,0,0.45,0.3,30.16,0.49,590
18,0,0,0,0,0,0.45,0.3,30.16,0.49,578
19,0,0,0,0,0,0.45,0.3,30.16,0.49,576
20,0,0,0,0,0,0.45,0.3,30,0.49,608
21,0,0,0,0,0,0.45,0.3,30.16,0.49,603
22,0,0,0,0,0,0.45,0.3,30.16,0.49,1023
23,0,0,0,0,0,0.45,0.3,30.16,0.49,724
24,0,0,0,0,0,0.45,0.3,30.16,0.39,573
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
0,0,0,-8.57,0,0,0.29,0.3,30.16,0.39,515
1,0,0,0,0,0,0.29,0.3,30.16,0.39,254
2,0,0,0,0,0,0.45,0.3,30.31,0.39,599
3,0,0,0,0,0,0.45,0.3,30.31,0.39,513
4,0,0,0,0,0,0.45,0.3,30.16,0.39,514
5,0,0,0,0,0,0.45,0.3,30.16,0.3,441
6,0,0,0,0,0,0.61,0.2,30.16,0.3,254
7,0,0,0,0,0,0.45,0.3,30.16,0.39,588
8,0,0,0,0,0,0.45,0.3,30.16,0.39,586
9,0,0,0,0,0,0.45,0.2,30.16,0.39,1023
10,0,0,0,0,0,0.61,0.3,30.31,0.49,781
11,0,0,0,0,0,0.45,0.3,30.16,0.39,557
12,0,0,0,0,0,0.45,0.3,30.16,0.39,558
13,0,0,0,0,0,0.45,0.2,30.31,0.39,568
14,0,0,0,0,0,0.61,0.3,30.31,0.49,442
15,0,0,0,0,0,0.45,0.3,30.47,0.39,1023
16,0,0,0,0,0,0.61,0.2,30,0.39,782
17,0,0,0,0,0,0.61,0.3,30.16,0.39,570
18,0,0,0,0,0,0.61,0.3,30.16,0.49,1023
19,0,0,0,0,0,0.61,0.3,30.16,0.49,780
20,0,0,0,0,0,0.45,0.3,30.31,0.39,574
21,0,0,0,0,0,0.45,0.3,30.16,0.39,578
22,0,0,0,0,0,0.45,0.3,30.31,0.39,573
23,0,0,0,0,0,0.45,0.3,30.16,0.49,577
24,0,0,0,0,0,0.45,0.39,30.16,0.39,585
25,0,0,0,0,0,0.61,0.3,30.31,0.39,254
26,0,0,0,0,0,0.45,0.3,30.16,0.39,581
27,0,0,0,0,0,0.45,0.3,30.47,0.39,555
28,0,0,0,0,0,0.61,0.3,30,0.39,582
29,0,0,0,0,0,0.45,0.3,30.31,0.49,516
30,0,0,0,0,0,0.45,0.3,30.16,0.49,1023
31,0,0,0,0,0,0.61,0.3,30.16,0.49,781
32,0,0,0,0,0,0.61,0.3,30.31,0.39,567
33,0,0,0,0,0,0.61,0.3,30.16,0.39,514
34,0,0,0,0,0,0.61,0.3,30,0.49,442
35,0,0,0,0,0,0.45,0.3,30.31,0.39,1023
36,0,0,0,0,0,0.45,0.3,30.16,0.39,780
37,0,0,0,0,0,0.45,0.3,30,0.39,570
38,0,0,0,0,0,0.61,0.3,30.16,0.39,1023
39,0,0,0,0,0,0.61,0.3,30.16,0.3,779
40,0,0,0,0,0,0.61,0.3,30.16,0.39,578
41,0,0,0,0,0,0.61,0.3,30.31,0.39,567
42,0,0,0,0,0,0.61,0.2,30,0.49,514
43,0,0,0,0,0,0.61,0.3,30.31,0.39,442
44,0,0,0,0,0,0.76,0.3,30.31,0.49,1023
45,0,0,0,0,0,0.61,0.3,30.16,0.39,779
46,0,0,0,0,0,0.61,0.3,30.16,0.39,578
47,0,0,0,0,0,0.61,0.3,30.31,0.39,566
48,0,0,0,0,0,0.61,0.3,29.84,0.39,517
49,0,0,0,0,0,0.61,0.2,30.16,0.39,1023
50,0,0,0,0,0,0.61,0.3,30.31,0.39,779
51,0,0,0,0,0,0.61,0.3,30.16,0.39,579
52,0,0,0,0,0,0.61,0.3,30,0.39,576
53,0,0,0,0,0,0.61,0.3,30,0.49,617
54,0,0,0,0,0,0.61,0.3,30.16,0.39,255
55,0,0,0,0,0,0.61,0.3,30.31,0.49,778
56,0,0,0,0,0,0.45,0.3,30,0.39,616
57,0,0,0,0,0,0.61,0.3,30.16,0.49,443
58,0,0,0,0,0,0.61,0.3,30.16,0.39,1023
59,0,0,0,0,0,0.61,0.3,30.16,0.39,779
60,0,0,0,0,0,0.61,0.3,30.16,0.49,577
61,0,0,0,0,0,0.61,0.3,30.31,0.39,574
62,0,0,0,0,0,0.61,0.3,30.16,0.49,574
63,0,0,0,0,0,0.61,0.2,30,0.39,572
64,0,0,0,0,0,0.61,0.3,29.84,0.39,574
65,0,0,0,0,0,0.61,0.3,30.16,0.39,575
66,0,0,0,0,0,0.61,0.3,30.16,0.39,776
67,0,0,0,0,0,0.61,0.3,30.16,0.39,573
68,0,0,0,0,0,0.76,0.3,30.16,0.49,569
69,0,0,0,0,0,0.61,0.3,30.31,0.39,256
70,0,0,0,0,0,0.61,0.3,30.31,0.39,515
71,0,0,0,0,0,0.76,0.2,30.16,0.39,255
72,0,0,0,0,0,0.61,0.3,30,0.39,778
73,0,0,0,0,0,0.61,0.3,30.31,0.39,615
74,0,0,0,0,0,0.76,0.3,30.16,0.49,514
75,0,0,0,0,0,0.61,0.2,30.16,0.39,442
76,0,0,0,0,0,0.61,0.3,30.16,0.49,1023
77,0,0,0,0,0,0.61,0.3,30.16,0.39,778
78,0,0,0,0,0,0.61,0.3,30.16,0.39,615
time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent, accelerator
1,0,0,-8.57,0,0,0.61,0.3,30,0.39,515
2,0,0,0,0,0,0.61,0.3,30,0.39,255
3,0,0,8.57,0.74,0,0.61,0.3,30.16,0.39,556
4,0,0,17.14,1.58,0,0.61,0.2,29.68,0.39,514
5,0,0,51.43,4.73,1,4.87,0.59,30.16,0.69,441
6,0,0,60,5.56,3,6.77,1.96,30.16,1.17,294
7,0,0,68.57,6.31,5,8.03,3.32,29.84,1.96,545
8,0,0,102.86,9.46,7,10.09,5.86,29.84,2.44,554
9,0,0,111.43,10.29,10,10.88,0.49,29.84,2.15,486
10,0,0,120,11.13,13,11.98,1.96,29.84,2.15,534
11,0,0,137.14,12.71,17,12.93,4.59,29.84,1.96,529
12,0,0,145.71,13.45,21,15.46,2.25,29.84,1.76,521
13,0,0,162.86,15.02,25,8.19,0.2,30,0.3,502
14,0,0,162.86,15.02,29,2.03,0.2,30.16,0.39,515
15,0,0,180,16.69,34,0.61,0.2,30,0.39,256
16,0,0,180,16.69,38,0.45,0.3,30.16,0.3,515
17,0,0,171.43,15.86,43,0.61,0.3,30.16,0.39,255
18,0,0,171.43,15.86,47,0.61,0.2,30.16,0.3,580
19,0,0,128.57,11.87,51,0.61,0.2,30.16,0.39,528
20,0,0,120,11.13,54,0.61,0.3,30.16,0.39,514
21,0,0,85.71,7.88,56,0.61,0.2,30,0.39,442
